bgcolor,name,value1,value2,value3,value4,hex,r,g,b
79c2be,PANTONE 7472,54,0,27,0,#79C2BE,121,194,190
3fa294,PANTONE 7473,75,5,48,3,#3FA294,63,162,148
007b8c,PANTONE 7474,96,9,32,29,#007B8C,0,123,140
4b8388,PANTONE 7475,69,12,30,36,#4B8388,75,131,136
12525b,PANTONE 7476,89,22,34,65,#12525B,18,82,91
214e5f,PANTONE 7477,86,29,21,67,#214E5F,33,78,95
bedac5,PANTONE 7478,28,0,25,0,#BEDAC5,190,218,197
82bf8c,PANTONE 7479,56,0,58,0,#82BF8C,130,191,140
51b17c,PANTONE 7480,75,0,71,0,#51B17C,81,177,124
33aa66,PANTONE 7481,82,0,86,0,#33AA66,51,170,102
00a25a,PANTONE 7482,90,0,93,0,#00A25A,0,162,90
295f42,PANTONE 7483,82,16,85,56,#295F42,41,95,66
e6ebce,PANTONE 7485,9,0,18,0,#E6EBCE,230,235,206
c4d899,PANTONE 7486,28,0,45,0,#C4D899,196,216,153
a9cb77,PANTONE 7487,42,0,62,0,#A9CB77,169,203,119
92bf55,PANTONE 7488,52,0,82,0,#92BF55,146,191,85
7faf5c,PANTONE 7489,56,2,78,5,#7FAF5C,127,175,92
769b3d,PANTONE 7490,57,6,92,19,#769B3D,118,155,61
7a8933,PANTONE 7491,47,11,92,39,#7A8933,122,137,51
d2d692,PANTONE 7492,17,1,47,3,#D2D692,210,214,146
c2ca95,PANTONE 7493,25,4,44,3,#C2CA95,194,202,149
a3b48d,PANTONE 7494,35,5,42,14,#A3B48D,163,180,141
8d9b20,PANTONE 7495,42,5,98,29,#8D9B20,141,155,32
788920,PANTONE 7496,46,6,100,42,#788920,120,137,32
7f7457,PANTONE 7497,22,23,47,57,#7F7457,127,116,87
585a28,PANTONE 7498,46,23,84,68,#585A28,88,90,40
f5e9bd,PANTONE 7499,1,2,24,0,#F5E9BD,245,233,189
e9dbb3,PANTONE 7500,3,5,26,2,#E9DBB3,233,219,179
e1cda6,PANTONE 7501,6,10,30,2,#E1CDA6,225,205,166
d6bc8d,PANTONE 7502,6,14,39,8,#D6BC8D,214,188,141
b29e69,PANTONE 7503,10,15,50,29,#B29E69,178,158,105
977653,PANTONE 7504,17,36,52,38,#977653,151,118,83
87623e,PANTONE 7505,17,44,62,49,#87623E,135,98,62
f2dbb3,PANTONE 7506,0,7,25,1,#F2DBB3,242,219,179
f4d1a1,PANTONE 7507,0,13,35,0,#F4D1A1,244,209,161
e2bc83,PANTONE 7508,2,19,46,4,#E2BC83,226,188,131
daab68,PANTONE 7509,4,29,57,4,#DAAB68,218,171,104
ca8f44,PANTONE 7510,5,41,77,10,#CA8F44,202,143,68
b5701e,PANTONE 7511,5,52,100,24,#B5701E,181,112,30
a9641e,PANTONE 7512,7,58,100,30,#A9641E,169,100,30
ebbfa6,PANTONE 7513,0,26,26,1,#EBBFA6,235,191,166
d6a58b,PANTONE 7514,3,35,36,5,#D6A58B,214,165,139
c79171,PANTONE 7515,5,43,49,11,#C79171,199,145,113
9a5430,PANTONE 7516,11,72,92,36,#9A5430,154,84,48
884728,PANTONE 7517,11,78,100,50,#884728,136,71,40
6e5049,PANTONE 7518,21,56,49,60,#6E5049,110,80,73
5e5145,PANTONE 7519,24,42,45,68,#5E5145,94,81,69
eac2b1,PANTONE 7520,1,26,21,0,#EAC2B1,234,194,177
c7a38e,PANTONE 7521,6,32,32,12,#C7A38E,199,163,142
b8705b,PANTONE 7522,8,62,54,16,#B8705B,184,112,91
ad655f,PANTONE 7523,10,67,49,23,#AD655F,173,101,95
a6514a,PANTONE 7524,12,78,62,25,#A6514A,166,81,74
a16a4d,PANTONE 7525,13,56,61,32,#A16A4D,161,106,77
8f3b21,PANTONE 7526,9,83,100,46,#8F3B21,143,59,33
dcd6c1,PANTONE 7527,3,4,14,8,#DCD6C1,220,214,193
cabfad,PANTONE 7528,5,10,17,16,#CABFAD,202,191,173
bfb19f,PANTONE 7529,7,14,20,22,#BFB19F,191,177,159
ad9f8a,PANTONE 7530,10,18,25,32,#AD9F8A,173,159,138
897863,PANTONE 7531,16,29,38,53,#897863,137,120,99
6c5e4b,PANTONE 7532,23,37,45,65,#6C5E4B,108,94,75
493b29,PANTONE 7533,37,53,68,83,#493B29,73,59,41
d8d3bf,PANTONE 7534,5,5,15,8,#D8D3BF,216,211,191
beb7a0,PANTONE 7535,10,11,23,19,#BEB7A0,190,183,160
ada589,PANTONE 7536,11,13,30,32,#ADA589,173,165,137
abb1a1,PANTONE 7537,18,8,20,24,#ABB1A1,171,177,161
989f8f,PANTONE 7538,24,11,24,33,#989F8F,152,159,143
929790,PANTONE 7539,24,13,18,38,#929790,146,151,144
525657,PANTONE 7540,41,28,22,70,#525657,82,86,87
dce5e4,PANTONE 7541,7,1,3,2,#DCE5E4,220,229,228
a5bbc0,PANTONE 7542,24,4,8,13,#A5BBC0,165,187,192
98a5ae,PANTONE 7543,24,9,8,22,#98A5AE,152,165,174
788995,PANTONE 7544,35,14,11,34,#788995,120,137,149
3d5265,PANTONE 7545,58,32,18,54,#3D5265,61,82,101
2c3c4c,PANTONE 7546,73,45,24,66,#2C3C4C,44,60,76
1d232e,PANTONE 7547,99,74,31,84,#1D232E,29,35,46
f6d03a,PANTONE 7548,0,12,98,0,#F6D03A,246,208,58
ecbb33,PANTONE 7549,0,22,100,2,#ECBB33,236,187,51
d69d2a,PANTONE 7550,0,34,98,12,#D69D2A,214,157,42
b88322,PANTONE 7551,0,40,96,32,#B88322,184,131,34
755c21,PANTONE 7552,19,42,100,59,#755C21,117,92,33
5a4a2e,PANTONE 7553,26,46,76,72,#5A4A2E,90,74,46
473b2d,PANTONE 7554,37,53,68,81,#473B2D,71,59,45
dba810,PANTONE 7555,0,28,98,11,#DBA810,219,168,16
be921f,PANTONE 7556,7,35,99,19,#BE921F,190,146,31
a28221,PANTONE 7557,11,31,100,37,#A28221,162,130,33
997826,PANTONE 7558,13,36,95,41,#997826,153,120,38
916f25,PANTONE 7559,14,39,95,46,#916F25,145,111,37
7e6523,PANTONE 7560,19,37,95,55,#7E6523,126,101,35
6a5625,PANTONE 7561,21,40,90,64,#6A5625,106,86,37
be9a54,PANTONE 7562,8,29,66,19,#BE9A54,190,154,84
dea531,PANTONE 7563,0,32,87,8,#DEA531,222,165,49
e09517,PANTONE 7564,0,45,100,4,#E09517,224,149,23
d28122,PANTONE 7565,0,53,98,11,#D28122,210,129,34
b4652a,PANTONE 7566,7,67,98,23,#B4652A,180,101,42
855026,PANTONE 7567,10,66,98,57,#855026,133,80,38
744724,PANTONE 7568,15,67,100,65,#744724,116,71,36
dd9224,PANTONE 7569,0,45,100,6,#DD9224,221,146,36
d68a28,PANTONE 7570,0,48,98,10,#D68A28,214,138,40
c88127,PANTONE 7571,0,48,97,21,#C88127,200,129,39
ba772c,PANTONE 7572,0,50,93,32,#BA772C,186,119,44
a86932,PANTONE 7573,10,55,89,33,#A86932,168,105,50
a1672b,PANTONE 7574,12,55,92,36,#A1672B,161,103,43
865a23,PANTONE 7575,14,53,94,55,#865A23,134,90,35
db8d4c,PANTONE 7576,6,50,76,0,#DB8D4C,219,141,76
df844f,PANTONE 7577,2,55,69,0,#DF844F,223,132,79
e06e1e,PANTONE 7578,0,67,100,0,#E06E1E,224,110,30
de6225,PANTONE 7579,0,74,100,0,#DE6225,222,98,37
c45729,PANTONE 7580,0,77,97,15,#C45729,196,87,41
7f4a35,PANTONE 7581,0,64,70,60,#7F4A35,127,74,53
664630,PANTONE 7582,0,49,66,75,#664630,102,70,48
c86426,PANTONE 7583,0,69,98,12,#C86426,200,100,38
b75c2f,PANTONE 7585,0,67,90,24,#B75C2F,183,92,47
a0512a,PANTONE 7586,0,69,89,41,#A0512A,160,81,42
974c28,PANTONE 7587,0,70,89,48,#974C28,151,76,40
7a4c30,PANTONE 7588,0,55,69,65,#7A4C30,122,76,48
51392c,PANTONE 7589,30,67,65,74,#51392C,81,57,44
d2b69e,PANTONE 7590,11,27,33,0,#D2B69E,210,182,158
c18055,PANTONE 7591,17,54,68,0,#C18055,193,128,85
b65a30,PANTONE 7592,0,69,85,24,#B65A30,182,90,48
9c3e25,PANTONE 7593,0,79,91,40,#9C3E25,156,62,37
793b2b,PANTONE 7594,0,67,70,60,#793B2B,121,59,43
71402a,PANTONE 7595,0,57,69,66,#71402A,113,64,42
4e2b1f,PANTONE 7596,28,79,90,76,#4E2B1F,78,43,31
d14825,PANTONE 7597,0,85,100,4,#D14825,209,72,37
c74928,PANTONE 7598,0,85,100,10,#C74928,199,73,40
bb4628,PANTONE 7599,0,85,98,20,#BB4628,187,70,40
8b422f,PANTONE 7600,0,78,83,55,#8B422F,139,66,47
84412a,PANTONE 7601,14,82,100,50,#84412A,132,65,42
77472b,PANTONE 7602,11,68,95,62,#77472B,119,71,43
643f28,PANTONE 7603,16,69,98,73,#643F28,100,63,40
ebdbd8,PANTONE 7604,0,8,5,4,#EBDBD8,235,219,216
e5c0b8,PANTONE 7605,0,22,15,4,#E5C0B8,229,192,184
da9b8f,PANTONE 7606,0,41,29,6,#DA9B8F,218,155,143
c56c5f,PANTONE 7607,0,59,49,14,#C56C5F,197,108,95
ab4938,PANTONE 7608,0,76,72,31,#AB4938,171,73,56
88382f,PANTONE 7609,0,81,73,54,#88382F,136,56,47
68322d,PANTONE 7610,0,77,60,72,#68322D,104,50,45
e4c4b8,PANTONE 7611,0,19,17,6,#E4C4B8,228,196,184
d0a392,PANTONE 7612,14,39,37,0,#D0A392,208,163,146
c18f7e,PANTONE 7613,21,47,46,0,#C18F7E,193,143,126
ac877a,PANTONE 7614,35,50,49,0,#AC877A,172,135,122
83635c,PANTONE 7615,50,61,57,13,#83635C,131,99,92
755753,PANTONE 7616,50,65,57,28,#755753,117,87,83
5b3f3c,PANTONE 7617,44,69,58,60,#5B3F3C,91,63,60
cb734f,PANTONE 7618,12,63,72,0,#CB734F,203,115,79
c85534,PANTONE 7619,0,78,85,12,#C85534,200,85,52
b1302a,PANTONE 7620,0,95,94,28,#B1302A,177,48,42
af2f2c,PANTONE 7621,0,98,91,30,#AF2F2C,175,47,44
9d302b,PANTONE 7622,0,97,89,45,#9D302B,157,48,43
912d29,PANTONE 7623,0,97,87,53,#912D29,145,45,41
832926,PANTONE 7624,0,97,87,60,#832926,131,41,38
dd583d,PANTONE 7625,0,82,80,0,#DD583D,221,88,61
d53c2b,PANTONE 7626,0,93,95,2,#D53C2B,213,60,43
b23730,PANTONE 7627,5,94,88,22,#B23730,178,55,48
a33736,PANTONE 7628,8,93,78,33,#A33736,163,55,54
6f3631,PANTONE 7629,23,87,73,61,#6F3631,111,54,49
63342a,PANTONE 7630,26,86,80,69,#63342A,99,52,42
5e3638,PANTONE 7631,29,82,50,73,#5E3638,94,54,56
e1d2d2,PANTONE 7632,0,9,4,8,#E1D2D2,225,210,210
cba9ad,PANTONE 7633,0,27,9,18,#CBA9AD,203,169,173
c7738a,PANTONE 7634,15,68,23,0,#C7738A,199,115,138
c93e6b,PANTONE 7635,0,90,25,8,#C93E6B,201,62,107
c02250,PANTONE 7636,0,100,45,12,#C02250,192,34,80
932c46,PANTONE 7637,0,93,38,45,#932C46,147,44,70
892e45,PANTONE 7638,0,91,33,52,#892E45,137,46,69
997378,PANTONE 7639,0,42,15,48,#997378,153,115,120
9c495d,PANTONE 7640,0,79,24,41,#9C495D,156,73,93
95274d,PANTONE 7641,0,95,27,44,#95274D,149,39,77
722f4b,PANTONE 7642,0,86,5,64,#722F4B,114,47,75
6c2e4a,PANTONE 7643,0,84,2,70,#6C2E4A,108,46,74
5b2b42,PANTONE 7644,5,81,0,79,#5B2B42,91,43,66
542b3f,PANTONE 7645,9,79,0,82,#542B3F,84,43,63
ad768a,PANTONE 7646,33,61,26,0,#AD768A,173,118,138
ac4679,PANTONE 7647,31,88,18,0,#AC4679,172,70,121
9f1a6e,PANTONE 7648,22,100,0,16,#9F1A6E,159,26,110
921e6c,PANTONE 7649,30,100,0,20,#921E6C,146,30,108
79215e,PANTONE 7650,34,98,0,41,#79215E,121,33,94
6d2b5f,PANTONE 7651,42,92,0,47,#6D2B5F,109,43,95
69295a,PANTONE 7652,42,92,0,50,#69295A,105,41,90
a092a1,PANTONE 7653,8,21,0,40,#A092A1,160,146,161
ac82a2,PANTONE 7654,34,55,10,0,#AC82A2,172,130,162
ac669f,PANTONE 7655,33,72,0,0,#AC669F,172,102,159
943c84,PANTONE 7656,45,90,0,4,#943C84,148,60,132
742966,PANTONE 7657,47,94,0,36,#742966,116,41,102
6f3463,PANTONE 7658,40,86,0,50,#6F3463,111,52,99
603857,PANTONE 7659,32,75,0,64,#603857,96,56,87
a39aac,PANTONE 7660,37,37,17,0,#A39AAC,163,154,172
90729b,PANTONE 7661,47,60,12,0,#90729B,144,114,155
7d488d,PANTONE 7662,60,87,5,0,#7D488D,125,72,141
6c2f7d,PANTONE 7663,69,100,0,8,#6C2F7D,108,47,125
632e79,PANTONE 7664,74,100,0,10,#632E79,99,46,121
5d396f,PANTONE 7665,64,84,0,32,#5D396F,93,57,111
605062,PANTONE 7666,75,80,50,0,#605062,96,80,98
6b80a2,PANTONE 7667,64,47,16,0,#6B80A2,107,128,162
6c73a5,PANTONE 7668,67,56,8,0,#6C73A5,108,115,165
6262a2,PANTONE 7669,73,66,0,2,#6262A2,98,98,162
59599e,PANTONE 7670,80,74,0,0,#59599E,89,89,158
534b90,PANTONE 7671,83,81,0,4,#534B90,83,75,144
4d468c,PANTONE 7672,85,84,0,6,#4D468C,77,70,140
555887,PANTONE 7673,81,74,16,0,#555887,85,88,135
8891bb,PANTONE 7674,50,41,4,0,#8891BB,136,145,187
8085b1,PANTONE 7675,55,48,6,0,#8085B1,128,133,177
776aa3,PANTONE 7676,61,64,3,0,#776AA3,119,106,163
72569b,PANTONE 7677,68,78,0,0,#72569B,114,86,155
6c4b94,PANTONE 7678,74,85,0,0,#6C4B94,108,75,148
5a3586,PANTONE 7679,87,97,0,0,#5A3586,90,53,134
532e79,PANTONE 7680,87,99,0,8,#532E79,83,46,121
9aadd0,PANTONE 7681,42,23,2,0,#9AADD0,154,173,208
6e8ec0,PANTONE 7682,63,37,2,0,#6E8EC0,110,142,192
456db0,PANTONE 7683,83,55,0,0,#456DB0,69,109,176
2e59a0,PANTONE 7685,95,69,0,0,#2E59A0,46,89,160
224d8f,PANTONE 7686,100,73,0,10,#224D8F,34,77,143
264583,PANTONE 7687,100,78,0,18,#264583,38,69,131
5da6d0,PANTONE 7688,69,19,4,0,#5DA6D0,93,166,208
489ac5,PANTONE 7689,77,25,6,0,#489AC5,72,154,197
007faf,PANTONE 7690,95,41,10,0,#007FAF,0,127,175
00679e,PANTONE 7691,100,43,0,30,#00679E,0,103,158
005b8d,PANTONE 7692,100,45,0,45,#005B8D,0,91,141
165077,PANTONE 7693,100,57,9,47,#165077,22,80,119
124a70,PANTONE 7694,100,57,9,52,#124A70,18,74,112
94b6c5,PANTONE 7695,43,9,8,8,#94B6C5,148,182,197
6e9eb0,PANTONE 7696,56,9,9,21,#6E9EB0,110,158,176
5b8a9e,PANTONE 7697,76,34,21,0,#5B8A9E,91,138,158
477691,PANTONE 7698,65,9,0,53,#477691,71,118,145
366884,PANTONE 7699,73,13,0,57,#366884,54,104,132
1a6080,PANTONE 7700,84,17,0,57,#1A6080,26,96,128
005f82,PANTONE 7701,89,14,0,56,#005F82,0,95,130
4eadc7,PANTONE 7702,68,1,8,8,#4EADC7,78,173,199
1aa1bd,PANTONE 7703,79,2,10,11,#1AA1BD,26,161,189
008aaf,PANTONE 7704,93,4,8,24,#008AAF,0,138,175
007199,PANTONE 7705,100,13,5,41,#007199,0,113,153
006d8e,PANTONE 7706,100,16,10,44,#006D8E,0,109,142
006481,PANTONE 7707,100,18,12,52,#006481,0,100,129
005a76,PANTONE 7708,100,18,12,59,#005A76,0,90,118
62b5bb,PANTONE 7709,62,0,18,6,#62B5BB,98,181,187
00afba,PANTONE 7710,81,0,23,0,#00AFBA,0,175,186
0099a9,PANTONE 7711,98,0,28,4,#0099A9,0,153,169
00889b,PANTONE 7712,100,0,28,20,#00889B,0,136,155
008293,PANTONE 7713,100,0,30,26,#008293,0,130,147
007481,PANTONE 7714,96,0,30,45,#007481,0,116,129
00666f,PANTONE 7715,97,0,35,57,#00666F,0,102,111
009f97,PANTONE 7716,83,0,40,11,#009F97,0,159,151
008e85,PANTONE 7717,96,0,47,19,#008E85,0,142,133
007b75,PANTONE 7718,98,0,48,40,#007B75,0,123,117
00726b,PANTONE 7719,96,0,49,50,#00726B,0,114,107
006761,PANTONE 7720,89,0,45,60,#006761,0,103,97
005f5b,PANTONE 7721,89,0,43,65,#005F5B,0,95,91
00534f,PANTONE 7722,89,0,45,72,#00534F,0,83,79
58aa83,PANTONE 7723,69,0,54,7,#58AA83,88,170,131
279b6f,PANTONE 7724,82,0,67,11,#279B6F,39,155,111
008c55,PANTONE 7725,97,0,86,15,#008C55,0,140,85
007f47,PANTONE 7726,100,0,93,29,#007F47,0,127,71
00703e,PANTONE 7727,100,0,94,46,#00703E,0,112,62
006848,PANTONE 7728,93,0,75,55,#006848,0,104,72
00583f,PANTONE 7729,95,0,75,65,#00583F,0,88,63
589c63,PANTONE 7730,68,0,71,18,#589C63,88,156,99
39904a,PANTONE 7731,79,0,89,22,#39904A,57,144,74
02833f,PANTONE 7732,89,0,96,30,#02833F,2,131,63
007540,PANTONE 7733,89,0,91,43,#007540,0,117,64
275d3a,PANTONE 7734,77,0,82,65,#275D3A,39,93,58
36553a,PANTONE 7735,59,0,69,75,#36553A,54,85,58
35513e,PANTONE 7736,56,0,58,78,#35513E,53,81,62
74aa35,PANTONE 7737,60,0,98,7,#74AA35,116,170,53
53a63a,PANTONE 7738,74,0,98,2,#53A63A,83,166,58
3d9e3e,PANTONE 7739,78,0,95,5,#3D9E3E,61,158,62
46973a,PANTONE 7740,75,0,95,15,#46973A,70,151,58
438a34,PANTONE 7741,76,4,100,21,#438A34,67,138,52
48782d,PANTONE 7742,71,5,100,45,#48782D,72,120,45
46712b,PANTONE 7743,71,8,100,50,#46712B,70,113,43
c4c626,PANTONE 7744,18,0,98,10,#C4C626,196,198,38
afb038,PANTONE 7745,16,0,91,28,#AFB038,175,176,56
9da03c,PANTONE 7746,17,0,88,39,#9DA03C,157,160,60
8a8f3b,PANTONE 7747,19,0,86,48,#8A8F3B,138,143,59
82863c,PANTONE 7748,20,2,86,50,#82863C,130,134,60
747429,PANTONE 7749,25,12,97,52,#747429,116,116,41
686629,PANTONE 7750,25,15,94,58,#686629,104,102,41
d0bc5a,PANTONE 7751,2,7,75,17,#D0BC5A,208,188,90
d4b640,PANTONE 7752,2,13,88,14,#D4B640,212,182,64
c4a229,PANTONE 7753,0,17,94,27,#C4A229,196,162,41
a18838,PANTONE 7754,0,16,85,50,#A18838,161,136,56
867337,PANTONE 7755,0,14,78,62,#867337,134,115,55
786734,PANTONE 7756,0,14,75,70,#786734,120,103,52
6a603d,PANTONE 7757,0,8,58,77,#6A603D,106,96,61
decc08,PANTONE 7758,1,0,97,14,#DECC08,222,204,8
cabb15,PANTONE 7759,6,3,100,20,#CABB15,202,187,21
918329,PANTONE 7760,16,17,97,48,#918329,145,131,41
807a39,PANTONE 7761,22,15,86,55,#807A39,128,122,57
676a3e,PANTONE 7762,40,20,80,60,#676A3E,103,106,62
5a5c36,PANTONE 7763,46,26,84,66,#5A5C36,90,92,54
585834,PANTONE 7764,46,29,84,68,#585834,88,88,52
c3b91f,PANTONE 7765,14,4,100,16,#C3B91F,195,185,31
b8ae22,PANTONE 7766,14,5,100,24,#B8AE22,184,174,34
a99a25,PANTONE 7767,14,12,100,34,#A99A25,169,154,37
998944,PANTONE 7768,15,19,82,45,#998944,153,137,68
7a6c37,PANTONE 7769,23,29,87,58,#7A6C37,122,108,55
63583a,PANTONE 7770,32,37,75,68,#63583A,99,88,58
524b2b,PANTONE 7771,35,38,86,77,#524B2B,82,75,43
383624,PANTONE Black 2,39,43,80,91,#383624,56,54,36
262d26,PANTONE Black 3,67,44,67,95,#262D26,38,45,38
383127,PANTONE Black 4,41,57,72,90,#383127,56,49,39
423238,PANTONE Black 5,42,69,37,85,#423238,66,50,56
20272c,PANTONE Black 6,100,79,44,93,#20272C,32,39,44
363432,PANTONE Black 7,38,35,33,92,#363432,54,52,50
2f2c27,PANTONE Black,63,62,59,94,#2F2C27,47,44,39
2f408e,PANTONE Blue 072,100,95,0,3,#2F408E,47,64,142
ddddda,PANTONE Cool Gray 1,4,2,4,8,#DDDDDA,221,221,218
d6d6d2,PANTONE Cool Gray 2,5,3,5,11,#D6D6D2,214,214,210
cacac7,PANTONE Cool Gray 3,8,5,7,16,#CACAC7,202,202,199
b9b9b7,PANTONE Cool Gray 4,12,8,9,23,#B9B9B7,185,185,183
aeaeae,PANTONE Cool Gray 6,16,11,11,27,#AEAEAE,174,174,174
99999b,PANTONE Cool Gray 7,20,14,12,40,#99999B,153,153,155
8f9092,PANTONE Cool Gray 8,23,16,13,46,#8F9092,143,144,146
7a7b7e,PANTONE Cool Gray 9,30,22,17,57,#7A7B7E,122,123,126
66676c,PANTONE Cool Gray 10,40,30,20,66,#66676C,102,103,108
55565b,PANTONE Cool Gray 11,44,34,22,77,#55565B,85,86,91
00a079,PANTONE Green,93,0,63,0,#00A079,0,160,121
e5801c,PANTONE Orange 021,0,65,100,0,#E5801C,229,128,28
008bcc,PANTONE Process Blue,100,13,1,2,#008BCC,0,139,204
a3428f,PANTONE Purple,40,90,0,0,#A3428F,163,66,143
dd5354,PANTONE Red 032,0,86,63,0,#DD5354,221,83,84
263f8c,PANTONE Reflex Blue,100,89,0,0,#263F8C,38,63,140
cb4891,PANTONE Rhodamine Red,9,87,0,0,#CB4891,203,72,145
d12368,PANTONE Rubine Red,0,100,22,3,#D12368,209,35,104
4a3687,PANTONE Violet,90,99,0,0,#4A3687,74,54,135
dbd8d1,PANTONE Warm Gray 1,3,3,6,7,#DBD8D1,219,216,209
cec7bf,PANTONE Warm Gray 2,6,7,10,11,#CEC7BF,206,199,191
bcb4ac,PANTONE Warm Gray 3,9,11,13,20,#BCB4AC,188,180,172
b1aaa2,PANTONE Warm Gray 4,11,13,15,27,#B1AAA2,177,170,162
aca59c,PANTONE Warm Gray 5,11,13,16,32,#ACA59C,172,165,156
a2988f,PANTONE Warm Gray 6,14,19,21,39,#A2988F,162,152,143
998c85,PANTONE Warm Gray 7,16,23,23,44,#998C85,153,140,133
90857b,PANTONE Warm Gray 8,17,24,25,49,#90857B,144,133,123
877a6e,PANTONE Warm Gray 9,23,32,34,51,#877A6E,135,122,110
776a60,PANTONE Warm Gray 10,24,34,35,60,#776A60,119,106,96
6c6054,PANTONE Warm Gray 11,26,36,38,68,#6C6054,108,96,84
de5a4a,PANTONE Warm Red,0,83,80,0,#DE5A4A,222,90,74
fde100,PANTONE Yellow,0,1,100,0,#FDE100,253,225,0
